,close,high,low,open,time,volume,Timestamp
111,2419.75,2424.8,2419.55,2420.1,1750844340,58782,2025-06-25 09:39:00
112,2422.6,2422.6,2411.25,2419.8,1750844400,83203,2025-06-25 09:40:00
113,2412.8,2422.6,2412.05,2422.6,1750844460,125505,2025-06-25 09:41:00
114,2414.05,2416.55,2409.6,2412.0,1750844520,53067,2025-06-25 09:42:00
115,2415.5,2415.5,2409.65,2414.15,1750844580,56472,2025-06-25 09:43:00
116,2412.2,2415.85,2405.95,2415.4,1750844640,77469,2025-06-25 09:44:00
117,2415.45,2417.1,2411.7,2412.2,1750844700,51522,2025-06-25 09:45:00
118,2416.25,2416.65,2414.65,2415.55,1750844760,20165,2025-06-25 09:46:00
119,2416.45,2417.0,2413.25,2416.25,1750844820,14174,2025-06-25 09:47:00
120,2418.2,2418.7,2416.35,2416.45,1750844880,16272,2025-06-25 09:48:00
121,2417.7,2418.65,2416.85,2418.0,1750844940,14511,2025-06-25 09:49:00
122,2418.3,2418.3,2416.4,2417.7,1750845000,9505,2025-06-25 09:50:00
123,2419.25,2419.45,2417.6,2418.3,1750845060,28806,2025-06-25 09:51:00
124,2420.75,2421.1,2418.7,2419.25,1750845120,19288,2025-06-25 09:52:00
125,2419.8,2421.0,2419.25,2421.0,1750845180,17753,2025-06-25 09:53:00
126,2419.3,2420.2,2419.1,2419.85,1750845240,5115,2025-06-25 09:54:00
127,2416.95,2419.1,2416.25,2419.1,1750845300,24519,2025-06-25 09:55:00
128,2418.05,2418.3,2416.4,2416.95,1750845360,9958,2025-06-25 09:56:00
129,2417.05,2418.15,2417.0,2418.15,1750845420,4013,2025-06-25 09:57:00
130,2418.3,2419.4,2416.95,2416.95,1750845480,5046,2025-06-25 09:58:00
131,2419.55,2419.6,2418.45,2418.5,1750845540,6539,2025-06-25 09:59:00
132,2420.0,2420.0,2417.8,2419.55,1750845600,27055,2025-06-25 10:00:00
133,2419.75,2421.45,2419.65,2420.0,1750845660,17323,2025-06-25 10:01:00
134,2420.1,2420.75,2418.8,2419.65,1750845720,6802,2025-06-25 10:02:00
135,2419.4,2420.35,2416.95,2420.0,1750845780,17830,2025-06-25 10:03:00
136,2418.05,2420.75,2417.45,2419.5,1750845840,10047,2025-06-25 10:04:00
137,2417.75,2418.95,2416.75,2418.3,1750845900,18776,2025-06-25 10:05:00
138,2416.25,2418.0,2416.15,2417.75,1750845960,18057,2025-06-25 10:06:00
139,2419.25,2419.3,2416.5,2416.5,1750846020,6549,2025-06-25 10:07:00
140,2419.0,2420.75,2418.0,2419.65,1750846080,6420,2025-06-25 10:08:00
141,2418.05,2420.5,2417.6,2418.4,1750846140,6740,2025-06-25 10:09:00
142,2417.1,2418.8,2416.75,2418.15,1750846200,4347,2025-06-25 10:10:00
143,2414.1,2417.55,2413.65,2416.95,1750846260,38038,2025-06-25 10:11:00
144,2417.0,2417.0,2413.75,2414.2,1750846320,13921,2025-06-25 10:12:00
145,2420.35,2420.35,2416.75,2416.95,1750846380,13917,2025-06-25 10:13:00
146,2418.7,2420.85,2418.55,2420.35,1750846440,14172,2025-06-25 10:14:00
147,2418.45,2419.95,2418.1,2418.8,1750846500,7911,2025-06-25 10:15:00
148,2417.25,2418.95,2417.25,2418.45,1750846560,4660,2025-06-25 10:16:00
149,2419.85,2419.85,2417.25,2417.25,1750846620,3888,2025-06-25 10:17:00
150,2422.55,2422.8,2419.55,2419.65,1750846680,38373,2025-06-25 10:18:00
151,2423.1,2424.5,2422.45,2422.45,1750846740,29316,2025-06-25 10:19:00
152,2424.75,2425.1,2422.3,2423.2,1750846800,48399,2025-06-25 10:20:00
153,2423.7,2425.45,2423.25,2424.75,1750846860,11041,2025-06-25 10:21:00
154,2424.85,2425.35,2423.65,2423.65,1750846920,5983,2025-06-25 10:22:00
155,2425.55,2426.3,2424.5,2424.85,1750846980,38905,2025-06-25 10:23:00
156,2425.3,2425.7,2423.85,2425.65,1750847040,13170,2025-06-25 10:24:00
157,2425.5,2425.5,2423.9,2425.3,1750847100,9996,2025-06-25 10:25:00
158,2429.65,2430.4,2425.0,2425.0,1750847160,61066,2025-06-25 10:26:00
159,2429.75,2430.85,2428.75,2429.9,1750847220,23584,2025-06-25 10:27:00
160,2430.6,2430.85,2429.15,2429.7,1750847280,23131,2025-06-25 10:28:00
161,2430.5,2430.6,2429.25,2430.6,1750847340,10142,2025-06-25 10:29:00
162,2427.2,2430.5,2426.35,2430.5,1750847400,23311,2025-06-25 10:30:00
163,2424.55,2427.45,2424.55,2427.45,1750847460,20841,2025-06-25 10:31:00
164,2426.45,2427.3,2423.95,2424.55,1750847520,15527,2025-06-25 10:32:00
165,2427.05,2427.1,2426.0,2426.4,1750847580,9522,2025-06-25 10:33:00
166,2425.75,2426.9,2425.45,2426.8,1750847640,6891,2025-06-25 10:34:00
167,2424.3,2425.55,2422.95,2425.45,1750847700,25615,2025-06-25 10:35:00
168,2425.5,2425.9,2423.2,2423.9,1750847760,11631,2025-06-25 10:36:00
169,2423.45,2426.0,2423.45,2425.45,1750847820,4523,2025-06-25 10:37:00
170,2424.6,2424.75,2423.05,2423.45,1750847880,6087,2025-06-25 10:38:00
171,2425.15,2425.3,2424.25,2424.65,1750847940,6116,2025-06-25 10:39:00
172,2423.85,2425.15,2423.85,2425.15,1750848000,8513,2025-06-25 10:40:00
173,2425.25,2425.25,2423.45,2423.7,1750848060,9685,2025-06-25 10:41:00
174,2424.65,2425.95,2424.0,2425.25,1750848120,6561,2025-06-25 10:42:00
175,2423.8,2425.3,2423.6,2424.65,1750848180,11832,2025-06-25 10:43:00
176,2423.4,2424.5,2423.4,2424.4,1750848240,11209,2025-06-25 10:44:00
177,2421.3,2424.35,2421.3,2423.4,1750848300,35891,2025-06-25 10:45:00
178,2424.15,2424.15,2421.2,2421.3,1750848360,14158,2025-06-25 10:46:00
179,2423.25,2423.8,2422.55,2423.2,1750848420,6412,2025-06-25 10:47:00
180,2424.7,2424.9,2422.55,2423.15,1750848480,7081,2025-06-25 10:48:00
181,2424.25,2424.7,2423.75,2424.7,1750848540,3435,2025-06-25 10:49:00
182,2425.2,2425.55,2424.05,2424.05,1750848600,8953,2025-06-25 10:50:00
183,2426.5,2426.5,2424.5,2425.0,1750848660,10948,2025-06-25 10:51:00
184,2427.35,2427.65,2426.4,2426.4,1750848720,10309,2025-06-25 10:52:00
185,2428.2,2428.7,2427.4,2427.4,1750848780,8453,2025-06-25 10:53:00
186,2424.4,2428.65,2424.4,2428.15,1750848840,11022,2025-06-25 10:54:00
187,2423.75,2424.25,2421.85,2424.25,1750848900,22274,2025-06-25 10:55:00
188,2423.5,2424.0,2422.45,2423.9,1750848960,5181,2025-06-25 10:56:00
189,2425.0,2425.0,2423.55,2423.75,1750849020,4482,2025-06-25 10:57:00
190,2423.3,2425.0,2423.3,2425.0,1750849080,5461,2025-06-25 10:58:00
191,2425.5,2425.8,2423.15,2423.3,1750849140,2998,2025-06-25 10:59:00
192,2426.4,2426.4,2424.05,2425.1,1750849200,7965,2025-06-25 11:00:00
193,2424.0,2427.05,2423.85,2426.3,1750849260,4425,2025-06-25 11:01:00
194,2424.0,2424.8,2422.7,2424.15,1750849320,10681,2025-06-25 11:02:00
195,2422.9,2424.8,2422.75,2424.1,1750849380,1726,2025-06-25 11:03:00
196,2426.1,2426.35,2422.1,2422.95,1750849440,9566,2025-06-25 11:04:00
197,2427.15,2428.1,2425.8,2426.0,1750849500,9841,2025-06-25 11:05:00
198,2423.8,2427.6,2423.45,2427.6,1750849560,5815,2025-06-25 11:06:00
199,2424.7,2424.7,2423.05,2424.0,1750849620,9066,2025-06-25 11:07:00
200,2424.0,2424.7,2423.0,2424.7,1750849680,3208,2025-06-25 11:08:00
201,2425.0,2425.0,2424.1,2424.1,1750849740,1736,2025-06-25 11:09:00
202,2424.45,2424.8,2422.9,2424.6,1750849800,3685,2025-06-25 11:10:00
203,2422.95,2424.65,2422.9,2424.45,1750849860,2725,2025-06-25 11:11:00
204,2419.45,2423.25,2418.1,2422.95,1750849920,49345,2025-06-25 11:12:00
205,2416.65,2419.4,2416.0,2419.3,1750849980,48711,2025-06-25 11:13:00
206,2418.0,2418.75,2416.45,2416.55,1750850040,14469,2025-06-25 11:14:00
207,2418.55,2418.8,2417.0,2418.0,1750850100,16111,2025-06-25 11:15:00
208,2416.9,2418.55,2414.6,2418.55,1750850160,38710,2025-06-25 11:16:00
209,2415.25,2416.9,2414.8,2416.8,1750850220,20280,2025-06-25 11:17:00
210,2414.95,2415.25,2412.75,2415.25,1750850280,20713,2025-06-25 11:18:00
211,2413.65,2415.4,2412.7,2414.95,1750850340,14380,2025-06-25 11:19:00
212,2413.05,2415.0,2411.8,2413.65,1750850400,21973,2025-06-25 11:20:00
213,2417.35,2418.25,2413.05,2413.2,1750850460,23211,2025-06-25 11:21:00
214,2416.1,2417.7,2416.1,2417.35,1750850520,5316,2025-06-25 11:22:00
215,2415.05,2416.8,2414.85,2416.1,1750850580,12197,2025-06-25 11:23:00
216,2416.85,2417.9,2415.15,2415.15,1750850640,4139,2025-06-25 11:24:00
217,2419.25,2419.55,2416.35,2416.75,1750850700,16957,2025-06-25 11:25:00
218,2419.8,2420.95,2418.45,2419.55,1750850760,14784,2025-06-25 11:26:00
219,2419.55,2420.35,2419.35,2419.35,1750850820,4354,2025-06-25 11:27:00
220,2419.7,2420.15,2418.55,2419.45,1750850880,5805,2025-06-25 11:28:00
221,2419.4,2419.9,2419.05,2419.75,1750850940,1074,2025-06-25 11:29:00
222,2419.5,2421.05,2419.5,2419.6,1750851000,5712,2025-06-25 11:30:00
223,2420.6,2420.6,2418.0,2419.4,1750851060,9453,2025-06-25 11:31:00
224,2421.5,2421.5,2420.0,2420.25,1750851120,10536,2025-06-25 11:32:00
225,2422.05,2422.85,2421.1,2421.4,1750851180,16973,2025-06-25 11:33:00
226,2426.55,2427.45,2421.55,2421.9,1750851240,43235,2025-06-25 11:34:00
227,2428.0,2428.25,2426.05,2426.55,1750851300,44766,2025-06-25 11:35:00
228,2427.05,2428.85,2426.0,2427.95,1750851360,14517,2025-06-25 11:36:00
229,2427.65,2427.8,2426.75,2426.95,1750851420,4567,2025-06-25 11:37:00
230,2425.85,2427.5,2425.7,2427.5,1750851480,13988,2025-06-25 11:38:00
231,2425.9,2426.85,2425.15,2425.85,1750851540,6719,2025-06-25 11:39:00
232,2426.15,2426.55,2425.85,2426.0,1750851600,2307,2025-06-25 11:40:00
233,2424.85,2426.15,2424.7,2426.05,1750851660,5680,2025-06-25 11:41:00
234,2425.5,2425.5,2424.0,2424.75,1750851720,9347,2025-06-25 11:42:00
235,2426.5,2427.2,2425.1,2425.4,1750851780,7963,2025-06-25 11:43:00
236,2426.45,2427.9,2426.2,2426.35,1750851840,10289,2025-06-25 11:44:00
237,2427.3,2427.7,2426.4,2426.4,1750851900,2243,2025-06-25 11:45:00
238,2426.0,2427.7,2426.0,2427.2,1750851960,7841,2025-06-25 11:46:00
239,2426.2,2426.45,2425.45,2425.85,1750852020,4787,2025-06-25 11:47:00
240,2427.2,2427.3,2425.45,2426.4,1750852080,6557,2025-06-25 11:48:00
241,2427.55,2427.75,2426.6,2427.3,1750852140,6271,2025-06-25 11:49:00
242,2427.3,2427.55,2427.0,2427.55,1750852200,2493,2025-06-25 11:50:00
243,2427.95,2427.95,2426.9,2427.3,1750852260,2914,2025-06-25 11:51:00
244,2429.45,2429.55,2427.5,2427.95,1750852320,15553,2025-06-25 11:52:00
245,2427.25,2429.55,2427.25,2429.25,1750852380,13357,2025-06-25 11:53:00
246,2427.4,2427.7,2425.9,2427.25,1750852440,4710,2025-06-25 11:54:00
247,2426.6,2427.75,2425.6,2427.65,1750852500,5368,2025-06-25 11:55:00
248,2426.8,2426.9,2426.0,2426.5,1750852560,3840,2025-06-25 11:56:00
249,2428.1,2429.05,2426.8,2426.8,1750852620,7859,2025-06-25 11:57:00
250,2427.1,2428.65,2427.0,2428.0,1750852680,5102,2025-06-25 11:58:00
251,2428.15,2428.7,2427.2,2427.3,1750852740,3061,2025-06-25 11:59:00
252,2426.55,2427.8,2426.25,2427.8,1750852800,6973,2025-06-25 12:00:00
253,2425.55,2426.9,2425.2,2426.75,1750852860,10728,2025-06-25 12:01:00
254,2423.55,2426.1,2422.85,2425.55,1750852920,23038,2025-06-25 12:02:00
255,2422.5,2423.55,2421.5,2423.45,1750852980,14245,2025-06-25 12:03:00
256,2422.2,2423.0,2421.5,2422.5,1750853040,15549,2025-06-25 12:04:00
257,2423.4,2423.4,2422.0,2422.0,1750853100,12589,2025-06-25 12:05:00
258,2425.45,2426.95,2423.4,2423.4,1750853160,12731,2025-06-25 12:06:00
259,2424.8,2425.95,2424.8,2425.55,1750853220,2431,2025-06-25 12:07:00
260,2425.5,2426.1,2424.2,2424.6,1750853280,5122,2025-06-25 12:08:00
261,2423.6,2425.0,2423.6,2425.0,1750853340,2081,2025-06-25 12:09:00
262,2422.85,2424.25,2422.85,2423.5,1750853400,5720,2025-06-25 12:10:00
263,2425.2,2425.2,2420.55,2422.8,1750853460,15798,2025-06-25 12:11:00
264,2425.0,2425.5,2424.25,2425.15,1750853520,4042,2025-06-25 12:12:00
265,2424.05,2425.65,2424.0,2425.0,1750853580,4498,2025-06-25 12:13:00
266,2421.7,2424.05,2420.75,2424.05,1750853640,5230,2025-06-25 12:14:00
267,2421.8,2422.15,2421.1,2421.7,1750853700,4779,2025-06-25 12:15:00
268,2419.25,2421.85,2418.8,2421.8,1750853760,17434,2025-06-25 12:16:00
269,2418.05,2419.3,2417.8,2419.15,1750853820,15712,2025-06-25 12:17:00
270,2420.05,2420.2,2418.0,2418.2,1750853880,7807,2025-06-25 12:18:00
271,2420.0,2421.3,2419.5,2420.15,1750853940,9212,2025-06-25 12:19:00
272,2419.8,2420.2,2419.0,2420.1,1750854000,2542,2025-06-25 12:20:00
273,2421.15,2421.15,2419.7,2419.7,1750854060,7828,2025-06-25 12:21:00
274,2421.85,2421.85,2420.85,2421.0,1750854120,3469,2025-06-25 12:22:00
275,2421.95,2423.0,2421.2,2422.0,1750854180,7131,2025-06-25 12:23:00
276,2421.65,2421.95,2421.35,2421.85,1750854240,2400,2025-06-25 12:24:00
277,2422.45,2423.4,2421.55,2421.55,1750854300,2862,2025-06-25 12:25:00
278,2422.65,2423.55,2422.45,2422.85,1750854360,5358,2025-06-25 12:26:00
279,2418.95,2422.5,2418.85,2422.5,1750854420,9631,2025-06-25 12:27:00
280,2417.35,2419.35,2415.55,2419.2,1750854480,20549,2025-06-25 12:28:00
281,2417.1,2417.85,2415.75,2417.1,1750854540,8127,2025-06-25 12:29:00
282,2416.8,2417.65,2416.4,2417.25,1750854600,6773,2025-06-25 12:30:00
283,2417.0,2417.75,2416.95,2417.2,1750854660,5904,2025-06-25 12:31:00
284,2414.95,2417.2,2414.25,2417.0,1750854720,45592,2025-06-25 12:32:00
285,2417.65,2417.75,2414.6,2415.0,1750854780,10743,2025-06-25 12:33:00
286,2416.45,2417.9,2416.0,2417.65,1750854840,12605,2025-06-25 12:34:00
287,2416.9,2417.0,2415.4,2416.45,1750854900,9267,2025-06-25 12:35:00
288,2421.0,2421.0,2416.95,2416.95,1750854960,17343,2025-06-25 12:36:00
289,2425.4,2427.5,2420.95,2421.15,1750855020,50291,2025-06-25 12:37:00
290,2424.75,2426.9,2424.6,2425.65,1750855080,16075,2025-06-25 12:38:00
291,2426.55,2427.1,2424.75,2424.75,1750855140,15132,2025-06-25 12:39:00
292,2426.0,2426.55,2425.2,2426.55,1750855200,9785,2025-06-25 12:40:00
293,2426.5,2427.0,2424.85,2426.2,1750855260,10646,2025-06-25 12:41:00
294,2424.65,2426.2,2424.15,2426.2,1750855320,7110,2025-06-25 12:42:00
295,2423.9,2425.1,2423.9,2424.65,1750855380,11321,2025-06-25 12:43:00
296,2423.3,2423.95,2422.2,2423.95,1750855440,9630,2025-06-25 12:44:00
297,2423.55,2423.55,2422.2,2423.0,1750855500,4398,2025-06-25 12:45:00
298,2424.1,2424.1,2422.55,2423.5,1750855560,1585,2025-06-25 12:46:00
299,2424.65,2425.3,2423.05,2423.65,1750855620,3770,2025-06-25 12:47:00
300,2423.85,2424.9,2423.75,2424.0,1750855680,6888,2025-06-25 12:48:00
301,2421.0,2423.75,2421.0,2423.75,1750855740,4372,2025-06-25 12:49:00
302,2422.05,2422.05,2419.3,2420.9,1750855800,19614,2025-06-25 12:50:00
303,2420.85,2422.5,2420.35,2422.5,1750855860,12072,2025-06-25 12:51:00
304,2422.5,2423.0,2420.8,2420.95,1750855920,5420,2025-06-25 12:52:00
305,2422.4,2423.35,2420.65,2422.35,1750855980,7660,2025-06-25 12:53:00
306,2423.3,2424.2,2421.4,2422.0,1750856040,3027,2025-06-25 12:54:00
307,2425.1,2425.1,2422.3,2422.9,1750856100,8583,2025-06-25 12:55:00
308,2428.1,2428.5,2424.85,2425.25,1750856160,12755,2025-06-25 12:56:00
309,2425.05,2428.6,2425.0,2428.5,1750856220,9659,2025-06-25 12:57:00
310,2425.15,2427.25,2424.45,2425.7,1750856280,4769,2025-06-25 12:58:00
311,2428.1,2428.95,2424.55,2425.05,1750856340,10720,2025-06-25 12:59:00
312,2426.55,2428.6,2425.65,2428.25,1750856400,6168,2025-06-25 13:00:00
313,2427.2,2427.75,2426.55,2426.65,1750856460,7357,2025-06-25 13:01:00
314,2426.1,2427.3,2425.75,2427.05,1750856520,13516,2025-06-25 13:02:00
315,2425.7,2426.85,2425.6,2426.3,1750856580,5130,2025-06-25 13:03:00
316,2426.1,2426.5,2425.6,2425.85,1750856640,9407,2025-06-25 13:04:00
317,2425.5,2425.85,2423.85,2425.85,1750856700,6359,2025-06-25 13:05:00
318,2423.35,2425.85,2423.15,2425.3,1750856760,6346,2025-06-25 13:06:00
319,2424.7,2425.75,2422.95,2423.35,1750856820,3479,2025-06-25 13:07:00
320,2425.95,2426.0,2423.55,2424.6,1750856880,5340,2025-06-25 13:08:00
321,2427.9,2427.9,2425.7,2425.95,1750856940,10769,2025-06-25 13:09:00
322,2429.25,2429.5,2427.45,2427.65,1750857000,16364,2025-06-25 13:10:00
323,2432.9,2433.95,2429.2,2429.4,1750857060,78498,2025-06-25 13:11:00
