,time,volume,Timestamp,close,open,high,low,RF_BuySignal,RF_SellSignal,rsi_buy,rsi_sell,gaizy_color,GreenArrow,RedArrow,BarIndex,Signal_Final
1970-01-01 00:00:00.000000816,1753079400,347596,2025-07-21 06:30:00,3794.0625,3786.4392424653734,3804.3,3782.15,0,0,False,False,green,False,False,1.0,0
1970-01-01 00:00:00.000000817,1753080300,235649,2025-07-21 06:45:00,3788.2374999999997,3790.2508712326867,3798.2,3781.75,0,0,False,False,green,False,False,2.0,0
1970-01-01 00:00:00.000000818,1753081200,221840,2025-07-21 07:00:00,3793.6125,3789.244185616343,3805.0,3786.95,0,0,False,False,green,False,False,3.0,0
1970-01-01 00:00:00.000000819,1753082100,132549,2025-07-21 07:15:00,3796.475,3791.4283428081717,3801.5,3789.75,0,0,False,False,green,False,False,4.0,0
1970-01-01 00:00:00.000000820,1753083000,135475,2025-07-21 07:30:00,3793.525,3793.9516714040856,3800.3,3786.1,0,0,False,False,green,False,False,5.0,0
1970-01-01 00:00:00.000000821,1753083900,175697,2025-07-21 07:45:00,3786.5249999999996,3793.7383357020426,3793.7383357020426,3779.7,0,0,False,False,blue,False,False,6.0,0
1970-01-01 00:00:00.000000822,1753084800,243963,2025-07-21 08:00:00,3792.3124999999995,3790.131667851021,3800.6,3784.3,0,0,False,False,green,False,False,7.0,0
1970-01-01 00:00:00.000000823,1753085700,185540,2025-07-21 08:15:00,3797.8875000000003,3791.2220839255106,3804.8,3790.05,0,0,False,False,green,False,False,8.0,0
1970-01-01 00:00:00.000000824,1753086600,366182,2025-07-21 08:30:00,3796.9750000000004,3794.554791962755,3812.0,3786.6,0,0,False,False,green,False,False,9.0,0
1970-01-01 00:00:00.000000825,1753087500,439466,2025-07-21 08:45:00,3780.6000000000004,3795.764895981378,3795.764895981378,3762.3,0,0,False,False,red,False,False,10.0,0
1970-01-01 00:00:00.000000826,1753088400,215754,2025-07-21 09:00:00,3779.5875,3788.182447990689,3788.182447990689,3773.0,0,0,False,False,red,False,False,11.0,0
1970-01-01 00:00:00.000000827,1753089300,143446,2025-07-21 09:15:00,3777.6375000000003,3783.884973995345,3783.884973995345,3772.25,0,0,False,False,red,False,False,12.0,0
1970-01-01 00:00:00.000000828,1753090200,310868,2025-07-21 09:30:00,3768.7,3780.7612369976723,3780.7612369976723,3756.0,0,0,False,False,red,False,True,13.0,-1
1970-01-01 00:00:00.000000829,1753091100,156541,2025-07-21 09:45:00,3768.2875,3774.730618498836,3774.730618498836,3760.8,0,0,False,False,red,False,False,1.0,0
1970-01-01 00:00:00.000000830,1753092000,256759,2025-07-21 10:00:00,3776.3875,3771.509059249418,3782.5,3768.25,0,0,False,False,red,False,False,2.0,0
1970-01-01 00:00:00.000000831,1753092900,213720,2025-07-21 10:15:00,3778.4625,3773.948279624709,3787.05,3770.75,0,0,False,False,red,False,False,3.0,0
1970-01-01 00:00:00.000000832,1753093800,289611,2025-07-21 10:30:00,3784.475,3776.2053898123545,3798.8,3769.35,0,0,False,False,red,True,False,4.0,0
1970-01-01 00:00:00.000000833,1753094700,540310,2025-07-21 10:45:00,3806.575,3780.340194906177,3823.85,3780.340194906177,0,0,False,False,red,False,False,1.0,0
1970-01-01 00:00:00.000000834,1753095600,320337,2025-07-21 11:00:00,3806.3500000000004,3793.4575974530885,3814.45,3792.0,0,0,False,False,red,False,False,1.0,0
1970-01-01 00:00:00.000000835,1753096500,390725,2025-07-21 11:15:00,3815.55,3799.9037987265447,3833.95,3799.9037987265447,0,0,False,False,red,False,False,2.0,0
1970-01-01 00:00:00.000000836,1753097400,597872,2025-07-21 11:30:00,3821.2625,3807.7268993632724,3838.9,3807.7268993632724,0,0,False,False,red,False,False,3.0,0
1970-01-01 00:00:00.000000837,1753098300,227712,2025-07-21 11:45:00,3812.85,3814.494699681636,3820.4,3807.3,0,0,False,True,red,False,False,4.0,0
1970-01-01 00:00:00.000000838,1753099200,524239,2025-07-21 12:00:00,3806.25,3813.6723498408182,3819.35,3793.0,0,0,False,False,red,False,False,5.0,0
1970-01-01 00:00:00.000000839,1753100100,236478,2025-07-21 12:15:00,3809.9,3809.961174920409,3818.95,3802.1,0,0,False,False,black,False,False,6.0,0
1970-01-01 00:00:00.000000840,1753101000,211076,2025-07-21 12:30:00,3813.7,3809.9305874602046,3819.25,3804.05,0,0,False,False,black,False,False,7.0,0
1970-01-01 00:00:00.000000841,1753101900,263331,2025-07-21 12:45:00,3815.15,3811.815293730102,3825.55,3808.65,0,0,False,False,black,False,False,8.0,0
1970-01-01 00:00:00.000000842,1753102800,568661,2025-07-21 13:00:00,3794.3624999999997,3813.482646865051,3815.9,3774.55,0,0,False,False,black,False,False,9.0,0
1970-01-01 00:00:00.000000843,1753103700,270738,2025-07-21 13:15:00,3782.85,3803.9225734325255,3803.9225734325255,3775.9,0,1,False,False,black,False,False,10.0,0
1970-01-01 00:00:00.000000844,1753104600,434998,2025-07-21 13:30:00,3799.7749999999996,3793.3862867162625,3815.15,3787.5,0,0,False,False,black,False,False,11.0,0
1970-01-01 00:00:00.000000845,1753105500,372000,2025-07-21 13:45:00,3814.5125000000003,3796.580643358131,3824.0,3796.580643358131,0,0,False,False,black,False,False,12.0,0
1970-01-01 00:00:00.000000846,1753106400,515794,2025-07-21 14:00:00,3812.1000000000004,3805.546571679066,3824.8,3794.05,0,0,False,False,black,False,False,13.0,0
1970-01-01 00:00:00.000000847,1753107300,792319,2025-07-21 14:15:00,3825.2625,3808.823285839533,3846.2,3808.823285839533,1,0,False,False,black,True,False,14.0,2
1970-01-01 00:00:00.000000848,1753108200,486462,2025-07-21 14:30:00,3842.0625,3817.0428929197665,3851.35,3817.0428929197665,0,0,False,False,black,False,False,1.0,0
1970-01-01 00:00:00.000000849,1753109100,492647,2025-07-21 14:45:00,3846.5375,3829.552696459883,3858.6,3829.552696459883,0,0,False,False,black,True,False,2.0,0
1970-01-01 00:00:00.000000850,1753110000,399146,2025-07-21 15:00:00,3840.7874999999995,3838.0450982299417,3848.75,3830.2,0,0,False,False,black,False,False,1.0,0
1970-01-01 00:00:00.000000851,1753110900,303192,2025-07-21 15:15:00,3839.5,3839.4162991149706,3851.65,3831.0,0,0,False,False,black,False,False,2.0,0
1970-01-01 00:00:00.000000852,1753111800,553801,2025-07-21 15:30:00,3825.1375,3839.4581495574853,3839.6,3811.5,0,0,False,False,black,False,True,3.0,0
1970-01-01 00:00:00.000000853,1753112700,421469,2025-07-21 15:45:00,3815.925,3832.2978247787423,3832.2978247787423,3807.0,0,0,False,False,black,False,False,1.0,0
1970-01-01 00:00:00.000000854,1753113600,746822,2025-07-21 16:00:00,3797.275,3824.1114123893713,3824.1114123893713,3777.1,0,1,False,False,black,False,True,2.0,-2
1970-01-01 00:00:00.000000855,1753114500,1057677,2025-07-21 16:15:00,3773.95,3810.6932061946854,3810.6932061946854,3749.0,0,0,False,False,pink,False,False,1.0,0
1970-01-01 00:00:00.000000856,1753115400,662470,2025-07-21 16:30:00,3779.55,3792.3216030973426,3796.75,3771.9,0,0,False,False,pink,False,False,1.0,0
1970-01-01 00:00:00.000000857,1753116300,493610,2025-07-21 16:45:00,3768.4125,3785.9358015486714,3785.9358015486714,3750.2,0,0,False,False,pink,False,False,2.0,0
1970-01-01 00:00:00.000000858,1753117200,365641,2025-07-21 17:00:00,3775.7999999999997,3777.1741507743354,3789.8,3763.75,0,0,False,False,pink,False,False,3.0,0
1970-01-01 00:00:00.000000859,1753118100,210785,2025-07-21 17:15:00,3776.95,3776.4870753871674,3786.5,3769.3,0,0,False,False,pink,False,False,4.0,0
1970-01-01 00:00:00.000000860,1753119000,457836,2025-07-21 17:30:00,3759.7374999999997,3776.7185376935836,3781.5,3740.7,0,0,False,False,pink,False,False,5.0,0
1970-01-01 00:00:00.000000861,1753119900,488087,2025-07-21 17:45:00,3756.5875000000005,3768.2280188467917,3771.8,3737.7,0,0,False,False,pink,False,False,6.0,0
1970-01-01 00:00:00.000000862,1753120800,272692,2025-07-21 18:00:00,3778.3999999999996,3762.407759423396,3788.8,3762.407759423396,0,0,False,False,black,False,False,7.0,0
1970-01-01 00:00:00.000000863,1753121700,296194,2025-07-21 18:15:00,3788.7125,3770.4038797116978,3799.5,3770.4038797116978,0,0,False,False,black,False,False,8.0,0
1970-01-01 00:00:00.000000864,1753122600,335845,2025-07-21 18:30:00,3772.4125,3779.558189855849,3787.15,3756.5,0,0,False,False,pink,False,False,9.0,0
1970-01-01 00:00:00.000000865,1753123500,445926,2025-07-21 18:45:00,3746.3875,3775.9853449279244,3775.9853449279244,3730.45,0,0,False,False,pink,False,True,10.0,-1
1970-01-01 00:00:00.000000866,1753124400,331631,2025-07-21 19:00:00,3750.2875,3761.186422463962,3768.2,3730.9,0,0,False,False,pink,False,False,1.0,0
1970-01-01 00:00:00.000000867,1753125300,254610,2025-07-21 19:15:00,3749.9500000000003,3755.736961231981,3769.25,3730.95,0,0,False,False,pink,False,False,2.0,0
1970-01-01 00:00:00.000000868,1753126200,401292,2025-07-21 19:30:00,3732.825,3752.8434806159903,3752.8434806159903,3719.0,0,0,False,False,pink,False,False,3.0,0
1970-01-01 00:00:00.000000869,1753127100,126787,2025-07-21 19:45:00,3733.1749999999997,3742.834240307995,3742.834240307995,3722.3,0,0,False,False,pink,False,False,4.0,0
1970-01-01 00:00:00.000000870,1753128000,198297,2025-07-21 20:00:00,3737.4874999999997,3738.004620153997,3750.0,3718.0,0,0,False,False,pink,False,False,5.0,0
1970-01-01 00:00:00.000000871,1753128900,112100,2025-07-21 20:15:00,3748.9125,3737.746060076998,3755.0,3737.746060076998,0,0,False,False,pink,False,False,6.0,0
1970-01-01 00:00:00.000000872,1753129800,155307,2025-07-21 20:30:00,3753.5999999999995,3743.329280038499,3765.2,3742.95,0,0,False,False,black,False,False,7.0,0
1970-01-01 00:00:00.000000873,1753130700,82600,2025-07-21 20:45:00,3756.2374999999997,3748.464640019249,3765.0,3748.464640019249,0,0,False,False,black,False,False,8.0,0
1970-01-01 00:00:00.000000874,1753131600,74151,2025-07-21 21:00:00,3752.1375000000003,3752.3510700096244,3762.55,3744.15,0,0,False,False,black,False,False,9.0,0
1970-01-01 00:00:00.000000875,1753132500,39318,2025-07-21 21:15:00,3753.0125,3752.2442850048124,3760.55,3746.0,0,0,False,False,black,False,False,10.0,0
1970-01-01 00:00:00.000000876,1753133400,54514,2025-07-21 21:30:00,3758.825,3752.6283925024063,3764.8,3751.4,0,0,False,False,black,False,False,11.0,0
1970-01-01 00:00:00.000000877,1753134300,41736,2025-07-21 21:45:00,3754.375,3755.726696251203,3760.65,3746.55,0,0,False,False,black,False,False,12.0,0
1970-01-01 00:00:00.000000878,1753135200,27172,2025-07-21 22:00:00,3754.1250000000005,3755.0508481256015,3759.9,3746.45,0,0,False,False,black,False,False,13.0,0
1970-01-01 00:00:00.000000879,1753136100,17950,2025-07-21 22:15:00,3759.5125,3754.587924062801,3764.15,3751.2,0,0,False,False,black,False,False,14.0,0
1970-01-01 00:00:00.000000880,1753137000,84793,2025-07-21 22:30:00,3771.3125,3757.0502120314004,3779.4,3757.0502120314004,0,0,False,False,black,False,False,15.0,0
1970-01-01 00:00:00.000000881,1753137900,56747,2025-07-21 22:45:00,3769.9625,3764.1813560157,3779.15,3760.75,0,0,False,False,black,False,False,16.0,0
1970-01-01 00:00:00.000000882,1753138800,35814,2025-07-21 23:00:00,3758.2,3767.07192800785,3767.07192800785,3753.15,0,0,False,False,black,False,False,17.0,0
1970-01-01 00:00:00.000000883,1753139700,36058,2025-07-21 23:15:00,3759.9375,3762.635964003925,3769.2,3748.2,0,0,False,False,black,False,False,18.0,0
1970-01-01 00:00:00.000000884,1753140600,45891,2025-07-21 23:30:00,3767.5249999999996,3761.2867320019623,3775.25,3761.2867320019623,0,0,False,False,black,False,False,19.0,0
1970-01-01 00:00:00.000000885,1753141500,23539,2025-07-21 23:45:00,3762.3375,3764.405866000981,3765.05,3758.9,0,0,False,False,black,False,False,20.0,0
1970-01-01 00:00:00.000000886,1753142400,29717,2025-07-22 00:00:00,3758.775,3763.3716830004905,3763.45,3752.65,0,0,False,False,black,False,False,21.0,0
1970-01-01 00:00:00.000000887,1753143300,69061,2025-07-22 00:15:00,3766.0249999999996,3761.073341500245,3775.65,3756.65,0,0,False,False,black,False,False,22.0,0
1970-01-01 00:00:00.000000888,1753144200,89894,2025-07-22 00:30:00,3759.8999999999996,3763.5491707501224,3774.0,3743.9,0,0,False,False,black,False,False,23.0,0
1970-01-01 00:00:00.000000889,1753145100,106259,2025-07-22 00:45:00,3748.875,3761.724585375061,3764.8,3740.7,0,0,False,False,black,False,False,24.0,0
1970-01-01 00:00:00.000000890,1753146000,198378,2025-07-22 01:00:00,3730.0625,3755.2997926875305,3755.2997926875305,3714.0,0,0,False,False,black,False,True,25.0,-1
1970-01-01 00:00:00.000000891,1753146900,345809,2025-07-22 01:15:00,3724.8374999999996,3742.6811463437652,3743.15,3695.15,0,0,False,False,black,False,False,1.0,0
1970-01-01 00:00:00.000000892,1753147800,256590,2025-07-22 01:30:00,3754.3999999999996,3733.7593231718824,3772.85,3733.7593231718824,0,0,False,False,green,False,False,2.0,0
1970-01-01 00:00:00.000000893,1753148700,359853,2025-07-22 01:45:00,3779.5125,3744.079661585941,3799.0,3744.079661585941,1,0,False,False,green,True,False,3.0,2
1970-01-01 00:00:00.000000894,1753149600,206168,2025-07-22 02:00:00,3785.0249999999996,3761.7960807929703,3795.45,3761.7960807929703,0,0,False,False,green,False,False,1.0,0
1970-01-01 00:00:00.000000895,1753150500,158022,2025-07-22 02:15:00,3778.4375,3773.410540396485,3789.05,3769.75,0,0,False,False,green,False,False,2.0,0
1970-01-01 00:00:00.000000896,1753151400,130333,2025-07-22 02:30:00,3773.8,3775.9240201982425,3787.6,3763.5,0,0,False,False,green,False,False,3.0,0
1970-01-01 00:00:00.000000897,1753152300,313098,2025-07-22 02:45:00,3750.3125,3774.862010099121,3774.862010099121,3729.65,0,0,False,False,green,False,False,4.0,0
1970-01-01 00:00:00.000000898,1753153200,234762,2025-07-22 03:00:00,3736.2124999999996,3762.5872550495606,3762.5872550495606,3728.4,0,1,False,False,black,False,True,5.0,-2
1970-01-01 00:00:00.000000899,1753154100,240455,2025-07-22 03:15:00,3727.725,3749.39987752478,3749.39987752478,3715.35,0,0,False,False,black,False,False,1.0,0
1970-01-01 00:00:00.000000900,1753155000,253949,2025-07-22 03:30:00,3720.1875,3738.5624387623902,3738.5624387623902,3708.05,0,0,False,False,black,False,False,1.0,0
1970-01-01 00:00:00.000000901,1753155900,152306,2025-07-22 03:45:00,3721.325,3729.374969381195,3731.95,3708.9,0,0,False,False,black,False,False,2.0,0
1970-01-01 00:00:00.000000902,1753156800,151526,2025-07-22 04:00:00,3725.525,3725.3499846905975,3734.05,3716.9,0,0,False,False,black,False,False,3.0,0
1970-01-01 00:00:00.000000903,1753157700,260503,2025-07-22 04:15:00,3712.1625,3725.437492345299,3725.437492345299,3700.75,0,0,False,False,black,False,True,4.0,0
1970-01-01 00:00:00.000000904,1753158600,404812,2025-07-22 04:30:00,3697.0875,3718.799996172649,3718.799996172649,3682.7,0,0,False,False,pink,False,False,1.0,0
1970-01-01 00:00:00.000000905,1753159500,642887,2025-07-22 04:45:00,3672.0125,3707.9437480863244,3707.9437480863244,3652.0,0,0,False,False,pink,False,False,1.0,0
1970-01-01 00:00:00.000000906,1753160400,387162,2025-07-22 05:00:00,3673.2875,3689.978124043162,3693.35,3654.05,0,0,False,False,pink,False,False,1.0,0
1970-01-01 00:00:00.000000907,1753161300,237661,2025-07-22 05:15:00,3688.0375,3681.6328120215812,3697.2,3681.25,0,0,True,False,black,False,False,2.0,0
1970-01-01 00:00:00.000000908,1753162200,198298,2025-07-22 05:30:00,3683.3625,3684.8351560107903,3692.75,3676.4,0,0,False,False,black,False,False,3.0,0
1970-01-01 00:00:00.000000909,1753163100,172039,2025-07-22 05:45:00,3684.3624999999997,3684.0988280053953,3693.35,3672.85,0,0,False,False,black,False,False,4.0,0
1970-01-01 00:00:00.000000910,1753164000,266559,2025-07-22 06:00:00,3693.3374999999996,3684.2306640026973,3703.25,3676.5,0,0,False,False,black,False,False,5.0,0
1970-01-01 00:00:00.000000911,1753164900,360532,2025-07-22 06:15:00,3706.55,3688.7840820013485,3717.0,3688.7840820013485,0,0,False,False,black,False,False,6.0,0
1970-01-01 00:00:00.000000912,1753165800,244158,2025-07-22 06:30:00,3702.6375,3697.6670410006745,3714.6,3694.0,0,0,False,False,black,False,False,7.0,0
1970-01-01 00:00:00.000000913,1753166700,244855,2025-07-22 06:45:00,3691.9874999999997,3700.152270500337,3700.152270500337,3682.65,0,0,False,False,black,False,False,8.0,0
1970-01-01 00:00:00.000000914,1753167600,238069,2025-07-22 07:00:00,3697.95,3696.069885250168,3706.6,3688.65,0,0,False,False,black,False,False,9.0,0
1970-01-01 00:00:00.000000915,1753168500,205570,2025-07-22 07:15:00,3707.2999999999997,3697.009942625084,3714.65,3697.009942625084,0,0,False,False,black,False,False,10.0,0
1970-01-01 00:00:00.000000916,1753169400,217698,2025-07-22 07:30:00,3705.225,3702.154971312542,3714.0,3694.8,0,0,False,False,black,False,False,11.0,0
1970-01-01 00:00:00.000000917,1753170300,374755,2025-07-22 07:45:00,3685.7500000000005,3703.689985656271,3703.689985656271,3665.7,0,0,False,False,black,False,False,12.0,0
1970-01-01 00:00:00.000000918,1753171200,684266,2025-07-22 08:00:00,3658.1375,3694.7199928281357,3694.7199928281357,3638.25,0,0,False,False,black,False,False,13.0,0
1970-01-01 00:00:00.000000919,1753172100,627967,2025-07-22 08:15:00,3635.4375,3676.428746414068,3676.428746414068,3621.2,0,0,False,False,black,False,True,14.0,-1
1970-01-01 00:00:00.000000920,1753173000,282836,2025-07-22 08:30:00,3636.9375,3655.933123207034,3655.933123207034,3624.5,0,0,False,False,black,False,False,1.0,0
1970-01-01 00:00:00.000000921,1753173900,265550,2025-07-22 08:45:00,3648.1124999999997,3646.435311603517,3657.15,3640.2,0,0,True,False,black,False,False,2.0,0
