close,high,low,open,time,volume
2425.2,2425.65,2425.2,2425.65,1751091300,165
2425.1,2425.2,2424.35,2425.0,1751091000,1310
2424.55,2424.7,2422.05,2422.15,1751090700,4016
2422.6,2422.6,2420.55,2421.4,1751090400,3240
2421.15,2421.2,2420.0,2420.35,1751090100,1419
2420.95,2420.95,2419.8,2420.5,1751089800,1956
2419.75,2419.85,2417.55,2418.5,1751089500,5458
2418.3,2421.55,2418.1,2421.5,1751089200,6611
2421.85,2423.8,2421.85,2423.45,1751088900,5605
2423.75,2424.6,2422.55,2423.55,1751088600,2812
2423.05,2423.45,2422.25,2422.45,1751088300,4526
2422.75,2425.6,2422.2,2425.4,1751088000,5024
2425.0,2427.0,2424.0,2426.75,1751087700,4763
2427.0,2427.5,2424.95,2424.95,1751087400,8091
2424.6,2424.6,2423.0,2423.95,1751087100,6035
2424.6,2427.8,2419.95,2420.0,1751086800,9524
2419.65,2420.0,2419.1,2419.1,1751086500,2956
2418.85,2418.85,2417.65,2418.4,1751086200,2006
2419.5,2420.5,2419.2,2419.3,1751085900,2648
2419.45,2419.75,2419.1,2419.15,1751085600,1433
2419.1,2419.9,2419.1,2419.9,1751085300,1955
2419.9,2420.0,2418.0,2420.0,1751085000,3611
2420.05,2420.05,2417.95,2419.0,1751084700,1451
2418.15,2418.15,2416.65,2417.25,1751084400,2695
2417.0,2417.55,2416.3,2417.55,1751084100,1047
2417.9,2418.6,2417.2,2418.3,1751083800,2288
2419.0,2420.75,2419.0,2420.35,1751083500,2827
2420.4,2420.9,2419.1,2420.25,1751083200,2729
2419.05,2421.4,2419.05,2421.4,1751082900,2140
2420.35,2420.6,2419.75,2419.75,1751082600,761
2419.55,2420.2,2418.55,2419.9,1751082300,2158
2419.95,2420.65,2418.35,2419.45,1751082000,3667
2418.85,2420.8,2417.55,2420.8,1751081700,2925
2420.55,2420.6,2419.55,2419.6,1751081400,3477
2419.15,2419.8,2418.9,2419.75,1751081100,1184
2418.7,2421.4,2418.7,2420.45,1751080800,2378
2418.7,2418.7,2417.2,2417.2,1751080500,1280
2415.35,2417.65,2415.3,2416.2,1751080200,2253
2416.35,2419.15,2416.35,2418.95,1751079900,3000
2418.95,2419.0,2417.5,2418.0,1751079600,4476
2417.4,2418.15,2417.4,2417.95,1751079300,1283
2418.0,2418.4,2417.7,2418.4,1751079000,2094
2418.05,2418.95,2417.45,2418.75,1751078700,3191
2420.3,2420.55,2419.45,2420.55,1751078400,1044
2418.85,2421.45,2418.85,2421.45,1751078100,1184
2421.55,2421.55,2420.6,2420.8,1751077800,3317
2420.45,2420.45,2419.3,2419.3,1751077500,2130
2419.3,2419.3,2417.75,2418.65,1751077200,3868
2416.0,2416.55,2414.1,2414.1,1751076900,2073
2414.55,2416.95,2411.8,2416.5,1751076600,3863
2416.6,2416.85,2414.55,2415.8,1751076300,2303
2415.5,2417.75,2415.5,2417.1,1751076000,1081
2416.15,2417.55,2415.15,2415.2,1751075700,1407
2414.3,2415.05,2413.7,2413.95,1751075400,615
2413.75,2414.05,2412.3,2413.2,1751075100,1357
2412.8,2413.0,2409.0,2409.0,1751074800,1489
2408.35,2409.6,2404.45,2409.6,1751074500,1826
2409.5,2412.0,2409.5,2411.45,1751074200,1189
2411.2,2413.0,2411.2,2412.25,1751073900,615
2411.55,2412.35,2411.05,2411.45,1751073600,1705
2409.05,2411.3,2407.15,2408.9,1751073300,9301
2412.35,2416.85,2412.35,2416.85,1751073000,2252
2416.7,2417.05,2415.45,2415.45,1751072700,613
2415.55,2415.55,2415.55,2415.55,1751072400,45
2417.35,2418.1,2417.35,2417.75,1751072100,105
2419.1,2420.8,2418.3,2420.3,1751071800,1176
2420.55,2422.05,2420.55,2422.0,1751071500,503
2418.55,2418.9,2418.55,2418.55,1751071200,624
2416.7,2417.55,2416.7,2416.95,1751070900,925
2419.45,2420.05,2419.45,2420.05,1751070600,660
2418.7,2419.0,2418.7,2419.0,1751070300,3
2419.35,2419.35,2419.35,2419.35,1751070000,30
2416.85,2416.85,2416.85,2416.85,1751069700,0
2416.85,2416.85,2416.85,2416.85,1751069400,30
2419.95,2419.95,2419.95,2419.95,1751069100,74
2420.2,2420.2,2420.2,2420.2,1751068800,17
2422.2,2422.2,2422.2,2422.2,1751068500,15
2421.65,2421.95,2421.65,2421.95,1751068200,230
2421.5,2421.5,2419.5,2419.5,1751067900,249
2418.7,2418.7,2418.7,2418.7,1751067600,50
2419.05,2419.2,2418.15,2419.2,1751067300,350
2417.2,2417.6,2414.55,2414.55,1751067000,2869
2417.0,2417.4,2417.0,2417.15,1751066700,680
2416.7,2419.0,2416.7,2419.0,1751066400,992
2418.4,2419.95,2418.4,2419.95,1751066100,156
2420.1,2420.1,2420.1,2420.1,1751065800,630
2421.55,2421.55,2421.55,2421.55,1751065500,0
2421.55,2421.55,2421.55,2421.55,1751065200,0
2421.55,2421.55,2421.55,2421.55,1751064900,503
2423.55,2423.55,2423.55,2423.55,1751064600,0
2423.55,2423.55,2423.55,2423.55,1751064300,0
