,timestamp,volume,close,open,high,low
0,2025-06-14 19:18:00,1.86277,104984.5475,104982.58,0.0,0.0
1,2025-06-14 19:19:00,2.08654,104972.24,104983.56375,104983.56375,104961.33
2,2025-06-14 19:20:00,1.13242,104973.38,104977.90187500001,104985.12,104966.21
3,2025-06-14 19:21:00,3.82426,104967.8225,104975.64093750001,104975.91,104958.34
4,2025-06-14 19:22:00,0.93258,104967.47249999999,104971.73171875,104971.73171875,104964.11
5,2025-06-14 19:23:00,1.30919,104960.16749999998,104969.602109375,104969.602109375,104956.22
6,2025-06-14 19:24:00,16.25335,104934.74,104964.88480468749,104964.88480468749,104899.99
7,2025-06-14 19:25:00,4.93165,104917.245,104949.81240234376,104949.81240234376,104902.89
8,2025-06-14 19:26:00,2.5427,104919.5725,104933.52870117188,104933.52870117188,104913.06
9,2025-06-14 19:27:00,2.73592,104910.41500000001,104926.55060058594,104926.55060058594,104890.44
10,2025-06-14 19:28:00,1.7227,104907.83499999999,104918.48280029297,104919.67,104898.63
11,2025-06-14 19:29:00,0.6456,104914.4125,104913.15890014649,104914.42,104913.15890014649
12,2025-06-14 19:30:00,0.86561,104913.275,104913.78570007325,104914.42,104912.13
13,2025-06-14 19:31:00,4.85211,104942.18,104913.53035003663,104981.1,104912.13
14,2025-06-14 19:32:00,1.9007,104960.0675,104927.85517501831,104965.86,104927.85517501831
15,2025-06-14 19:33:00,3.13012,104932.375,104943.96133750916,104965.86,104898.89
16,2025-06-14 19:34:00,1.07521,104925.6025,104938.16816875458,104955.89,104898.89
17,2025-06-14 19:35:00,3.14795,104933.18,104931.8853343773,104948.75,104917.61
18,2025-06-14 19:36:00,2.09473,104926.345,104932.53266718864,104944.0,104916.51
19,2025-06-14 19:37:00,1.12932,104928.5025,104929.43883359432,104934.69,104917.37
20,2025-06-14 19:38:00,2.27576,104943.3475,104928.97066679716,104952.01,104928.97066679716
21,2025-06-14 19:39:00,3.3619,104968.50249999999,104936.15908339858,104987.7,104936.15908339858
22,2025-06-14 19:40:00,2.31243,104986.715,104952.33079169929,104991.14,104952.33079169929
23,2025-06-14 19:41:00,5.35514,104999.4725,104969.52289584964,105015.63,104969.52289584964
24,2025-06-14 19:42:00,5.61966,104995.31749999999,104984.49769792482,105012.36,104969.17
25,2025-06-14 19:43:00,5.3238,104988.8425,104989.9075989624,105015.63,104970.0
26,2025-06-14 19:44:00,1.76762,104970.005,104989.3750494812,104989.3750494812,104970.0
27,2025-06-14 19:45:00,6.70086,104942.63750000001,104979.6900247406,104979.6900247406,104915.27
28,2025-06-14 19:46:00,2.13599,104932.29000000001,104961.1637623703,104961.1637623703,104915.27
29,2025-06-14 19:47:00,5.55326,104924.0675,104946.72688118515,104946.72688118515,104892.35
30,2025-06-14 19:48:00,18.0633,104902.0175,104935.39719059257,104963.74,104850.0
31,2025-06-14 19:49:00,8.09288,104851.2075,104918.70734529628,104918.70734529628,104826.74
32,2025-06-14 19:50:00,12.36591,104771.5075,104884.95742264815,104884.95742264815,104704.81
33,2025-06-14 19:51:00,3.29777,104726.02500000001,104828.23246132408,104828.23246132408,104692.5
34,2025-06-14 19:52:00,4.08505,104735.68,104777.12873066205,104777.12873066205,104712.79
35,2025-06-14 19:53:00,1.86448,104753.5675,104756.40436533102,104768.39,104743.99
36,2025-06-14 19:54:00,2.02706,104744.785,104754.98593266551,104757.91,104723.81
37,2025-06-14 19:55:00,14.55851,104710.9175,104749.88546633275,104749.88546633275,104667.83
38,2025-06-14 19:56:00,1.18198,104690.29000000001,104730.40148316638,104730.40148316638,104679.14
39,2025-06-14 19:57:00,10.53559,104662.38249999999,104710.3457415832,104710.3457415832,104636.36
40,2025-06-14 19:58:00,2.41898,104662.2475,104686.3641207916,104686.3641207916,104642.79
41,2025-06-14 19:59:00,6.94834,104659.6375,104674.3058103958,104681.35,104630.19
42,2025-06-14 20:00:00,12.66026,104635.33,104666.9716551979,104666.9716551979,104614.73
43,2025-06-14 20:01:00,0.82525,104628.4675,104651.15082759896,104651.15082759896,104624.13
44,2025-06-14 20:02:00,1.14226,104648.4,104639.80916379948,104664.01,104632.79
45,2025-06-14 20:03:00,4.38482,104696.37,104644.10458189974,104728.74,104644.10458189974
46,2025-06-14 20:04:00,5.11437,104671.5125,104670.23729094987,104728.74,104614.29
47,2025-06-14 20:05:00,29.63421,104552.365,104670.87489547493,104670.87489547493,104483.56
48,2025-06-14 20:06:00,9.68424,104466.265,104611.61994773746,104611.61994773746,104437.86
49,2025-06-14 20:07:00,8.0777,104445.23499999999,104538.94247386872,104538.94247386872,104427.18
50,2025-06-14 20:08:00,5.48603,104416.285,104492.08873693435,104492.08873693435,104397.7
51,2025-06-14 20:09:00,6.42694,104408.2825,104454.18686846718,104454.18686846718,104401.72
52,2025-06-14 20:10:00,23.81103,104363.225,104431.23468423358,104431.23468423358,104300.0
53,2025-06-14 20:11:00,5.63415,104388.1275,104397.2298421168,104436.74,104339.51
54,2025-06-14 20:12:00,3.8093,104450.07749999998,104392.6786710584,104472.95,104392.6786710584
55,2025-06-14 20:13:00,2.60238,104451.5575,104421.3780855292,104464.84,104421.3780855292
56,2025-06-14 20:14:00,8.43285,104406.9975,104436.4677927646,104446.11,104363.36
57,2025-06-14 20:15:00,8.27278,104390.345,104421.7326463823,104438.44,104352.93
58,2025-06-14 20:16:00,5.87193,104391.05,104406.03882319115,104420.83,104372.88
59,2025-06-14 20:17:00,3.98664,104358.81,104398.54441159558,104398.54441159558,104326.01
60,2025-06-14 20:18:00,8.46298,104389.70999999999,104378.67720579778,104441.41,104326.79
61,2025-06-14 20:19:00,7.34095,104465.8575,104384.19360289889,104502.38,104384.19360289889
62,2025-06-14 20:20:00,11.54799,104526.1225,104425.02555144945,104586.67,104425.02555144945
63,2025-06-14 20:21:00,7.32863,104546.43000000002,104475.57402572472,104561.36,104475.57402572472
64,2025-06-14 20:22:00,3.53881,104559.43000000002,104511.00201286237,104582.99,104511.00201286237
65,2025-06-14 20:23:00,4.62519,104539.65000000001,104535.2160064312,104578.03,104514.7
66,2025-06-14 20:24:00,6.4806,104491.98,104537.43300321561,104537.43300321561,104440.21
67,2025-06-14 20:25:00,4.67787,104522.9925,104514.70650160781,104562.68,104486.57
68,2025-06-14 20:26:00,3.62816,104551.435,104518.8495008039,104563.85,104518.8495008039
69,2025-06-14 20:27:00,2.70362,104573.46,104535.14225040196,104591.99,104535.14225040196
70,2025-06-14 20:28:00,6.45286,104600.85250000001,104554.30112520099,104644.2,104554.30112520099
71,2025-06-14 20:29:00,4.80394,104631.875,104577.5768126005,104662.7,104577.5768126005
72,2025-06-14 20:30:00,4.18393,104685.0625,104604.72590630024,104728.79,104604.72590630024
73,2025-06-14 20:31:00,8.07031,104743.7,104644.89420315012,104775.18,104644.89420315012
74,2025-06-14 20:32:00,6.38908,104808.8475,104694.29710157507,104867.65,104694.29710157507
75,2025-06-14 20:33:00,2.50251,104830.54250000001,104751.57230078753,104847.4,104751.57230078753
76,2025-06-14 20:34:00,8.38583,104820.54749999999,104791.05740039377,104857.39,104782.75
77,2025-06-14 20:35:00,14.15867,104772.7975,104805.80245019688,104812.08,104704.46
78,2025-06-14 20:36:00,4.33951,104798.9975,104789.29997509843,104823.53,104768.94
79,2025-06-14 20:37:00,2.02016,104832.64,104794.14873754921,104851.12,104794.14873754921
80,2025-06-14 20:38:00,3.11283,104857.7775,104813.3943687746,104881.25,104813.3943687746
81,2025-06-14 20:39:00,19.7418,104920.405,104835.5859343873,104991.0,104835.5859343873
82,2025-06-14 20:40:00,11.95006,104940.5375,104877.99546719366,104962.36,104877.99546719366
83,2025-06-14 20:41:00,5.20336,104946.67499999999,104909.26648359683,104976.64,104909.26648359683
84,2025-06-14 20:42:00,5.94969,104938.3425,104927.9707417984,104965.62,104906.14
85,2025-06-14 20:43:00,2.38235,104933.11499999999,104933.1566208992,104950.25,104915.98
86,2025-06-14 20:44:00,3.46465,104938.9075,104933.1358104496,104950.25,104927.56
87,2025-06-14 20:45:00,14.00398,104932.495,104936.0216552248,104947.56,104907.56
88,2025-06-14 20:46:00,3.58063,104958.8775,104934.25832761239,104970.47,104934.25832761239
89,2025-06-14 20:47:00,5.5933,104969.4725,104946.5679138062,104990.9,104946.5679138062
90,2025-06-14 20:48:00,1.28806,104961.85250000001,104958.02020690311,104967.83,104955.88
91,2025-06-14 20:49:00,0.92869,104955.88500000001,104959.93635345156,104959.93635345156,104955.88
92,2025-06-14 20:50:00,1.57275,104952.305,104957.91067672579,104957.91067672579,104948.72
93,2025-06-14 20:51:00,6.95694,104905.0,104955.10783836289,104955.10783836289,104861.27
94,2025-06-14 20:52:00,3.1977,104869.295,104930.05391918145,104930.05391918145,104856.12
95,2025-06-14 20:53:00,4.83154,104843.1,104899.67445959072,104899.67445959072,104807.32
96,2025-06-14 20:54:00,2.6543,104838.66500000001,104871.38722979536,104871.38722979536,104827.32
97,2025-06-14 20:55:00,1.25344,104853.10250000001,104855.02611489769,104866.21,104840.0
98,2025-06-14 20:56:00,5.34517,104869.695,104854.06430744885,104889.92,104854.06430744885
99,2025-06-14 20:57:00,0.92244,104861.32250000001,104861.87965372443,104861.87965372443,104861.32
100,2025-06-14 20:58:00,0.89519,104871.32250000001,104861.60107686222,104881.32,104861.32
101,2025-06-14 20:59:00,0.63596,104887.8075,104866.46178843112,104894.3,104866.46178843112
102,2025-06-14 21:00:00,0.48414,104894.2975,104877.13464421555,104894.3,104877.13464421555
103,2025-06-14 21:01:00,2.60568,104890.68250000001,104885.71607210778,104894.3,104885.71607210778
104,2025-06-14 21:02:00,3.27414,104881.77500000001,104888.19928605389,104888.19928605389,104870.77
105,2025-06-14 21:03:00,0.93204,104882.13249999999,104884.98714302696,104887.17,104872.0
106,2025-06-14 21:04:00,1.29041,104893.5775,104883.55982151348,104900.0,104883.55982151348
107,2025-06-14 21:05:00,3.11449,104927.4875,104888.56866075675,104954.99,104888.56866075675
108,2025-06-14 21:06:00,17.17815,104944.16249999999,104908.02808037837,104955.0,104908.02808037837
109,2025-06-14 21:07:00,1.48679,104946.345,104926.09529018917,104955.89,104926.09529018917
110,2025-06-14 21:08:00,1.78316,104942.655,104936.22014509459,104948.29,104935.88
111,2025-06-14 21:09:00,0.54694,104943.225,104939.4375725473,104945.9,104939.4375725473
112,2025-06-14 21:10:00,2.84324,104948.18,104941.33128627365,104955.03,104941.33128627365
113,2025-06-14 21:11:00,4.66606,104945.68,104944.75564313683,104951.95,104932.92
114,2025-06-14 21:12:00,5.54232,104965.14249999999,104945.21782156841,104978.34,104945.21782156841
115,2025-06-14 21:13:00,22.66381,104983.7525,104955.18016078419,105000.0,104955.18016078419
116,2025-06-14 21:14:00,9.75368,104993.025,104969.4663303921,105007.73,104969.4663303921
117,2025-06-14 21:15:00,15.95164,105002.55,104981.24566519604,105020.0,104981.24566519604
118,2025-06-14 21:16:00,1.65124,105004.14,104991.89783259801,105017.04,104991.24
119,2025-06-14 21:17:00,2.14286,105020.1625,104998.01891629901,105025.92,104998.01891629901
120,2025-06-14 21:18:00,3.39288,105028.67,105009.09070814951,105036.69,105009.09070814951
